"","GEOID","donations","total","NAME","variable","estimate","moe","donations_percapita"
"454","21215",10084,148706.390000001,"ZCTA5 21215","B01003_001",55081,2574,183.075833772081
"455","21216",3837,59446.78,"ZCTA5 21216","B01003_001",28733,2204,133.539832248634
"456","21217",6787,338081.319999998,"ZCTA5 21217","B01003_001",32830,2015,206.731647883034
"457","21218",31378,1018091.81,"ZCTA5 21218","B01003_001",46172,2131,679.589361517803
"458","21219",1232,28739.51,"ZCTA5 21219","B01003_001",9454,801,130.315210492913
"459","21220",3341,75693.5500000003,"ZCTA5 21220","B01003_001",41067,2494,81.3548591326369
"460","21221",3250,65432.5999999999,"ZCTA5 21221","B01003_001",41899,2072,77.5674837108284
"461","21222",3776,62814.89,"ZCTA5 21222","B01003_001",56946,2239,66.3084325501352
"462","21223",1598,27742.83,"ZCTA5 21223","B01003_001",21974,1888,72.7223081823974
"463","21224",12042,379731.18,"ZCTA5 21224","B01003_001",48770,2381,246.914086528604
"464","21225",2446,27074.1,"ZCTA5 21225","B01003_001",33227,2362,73.6148313118849
"465","21226",636,12090.19,"ZCTA5 21226","B01003_001",6699,1340,94.9395432154053
"466","21227",4190,96694.33,"ZCTA5 21227","B01003_001",33396,1947,125.464127440412
"467","21228",26381,597323.739999999,"ZCTA5 21228","B01003_001",49438,2109,533.617864800356
"468","21229",8355,157636.48,"ZCTA5 21229","B01003_001",45983,2344,181.697583889698
"469","21230",13266,623503.729999996,"ZCTA5 21230","B01003_001",33592,1510,394.915456060967
"470","21231",7981,281612.9,"ZCTA5 21231","B01003_001",15906,975,501.760342009305
"471","21232",12,414.4,NA,NA,NA,NA,NA
"472","21233",28,238,NA,NA,NA,NA,NA
"473","21234",12937,250143.76,"ZCTA5 21234","B01003_001",68678,2816,188.371822126445
"474","21235",13,268,NA,NA,NA,NA,NA
"475","21236",5621,122992.59,"ZCTA5 21236","B01003_001",37803,1711,148.69190275904
"476","21237",3793,79481.2000000001,"ZCTA5 21237","B01003_001",31105,1958,121.941809998393
"477","21238",13,734,NA,NA,NA,NA,NA
"478","21239",11716,161538.66,"ZCTA5 21239","B01003_001",30143,2178,388.680622366719
"479","21240",14,522,"ZCTA5 21240","B01003_001",0,13,Inf
"480","21241",1,25,NA,NA,NA,NA,NA
"481","21243",10,168,NA,NA,NA,NA,NA
"482","21244",9590,141657.79,"ZCTA5 21244","B01003_001",36897,2382,259.912730032252
"483","21245",19,176,NA,NA,NA,NA,NA
"484","21246",26,1031,NA,NA,NA,NA,NA
"485","21249",3,22,NA,NA,NA,NA,NA
"486","21250",5,206,"ZCTA5 21250","B01003_001",2443,399,2.04666393778142
"487","21251",9,134,"ZCTA5 21251","B01003_001",1652,353,5.44794188861985
"488","21252",9,120,"ZCTA5 21252","B01003_001",2040,211,4.41176470588235
"489","21253",1,100,NA,NA,NA,NA,NA
"490","21255",1,5,NA,NA,NA,NA,NA
"491","21257",55,1454.5,NA,NA,NA,NA,NA
"492","21261",12,135,NA,NA,NA,NA,NA
"493","21262",2,45,NA,NA,NA,NA,NA
"494","21265",3,1000,NA,NA,NA,NA,NA
"495","21271",2,12,NA,NA,NA,NA,NA
"496","21275",1,100,NA,NA,NA,NA,NA
"497","21281",1,10,NA,NA,NA,NA,NA
"498","21282",274,5933.99,NA,NA,NA,NA,NA
"499","21284",171,3867.14,NA,NA,NA,NA,NA
"500","21285",3,650,NA,NA,NA,NA,NA
"501","21286",12808,415242.919999999,"ZCTA5 21286","B01003_001",19711,945,649.789457663234
"502","21287",33,1663,NA,NA,NA,NA,NA
"503","21288",1,25,NA,NA,NA,NA,NA
"504","2129",2,12,NA,NA,NA,NA,NA
"505","21291",3,300,NA,NA,NA,NA,NA
"506","21294",2,100,NA,NA,NA,NA,NA
"507","21296",15,335.5,NA,NA,NA,NA,NA
"508","21297",8,122,NA,NA,NA,NA,NA
"509","21298",1,100,NA,NA,NA,NA,NA
"510","21299",2,105,NA,NA,NA,NA,NA
"511","2130",4,163.31,NA,NA,NA,NA,NA
"512","21301",12,230,NA,NA,NA,NA,NA
"513","21302",15,525,NA,NA,NA,NA,NA
"514","21303",10,464.66,NA,NA,NA,NA,NA
"515","21304",97,1173.94,NA,NA,NA,NA,NA
"516","21305",1,100,NA,NA,NA,NA,NA
"517","21306",9,73,NA,NA,NA,NA,NA
"518","21307",7,55,NA,NA,NA,NA,NA
"519","21308",5,103,NA,NA,NA,NA,NA
"520","21309",3,70,NA,NA,NA,NA,NA
"521","21310",7,120.62,NA,NA,NA,NA,NA
"522","21311",2,34.17,NA,NA,NA,NA,NA
"523","21312",3,210,NA,NA,NA,NA,NA
"524","21315",5,57,NA,NA,NA,NA,NA
"525","21316",3,125,NA,NA,NA,NA,NA
"526","21317",3,33,NA,NA,NA,NA,NA
"527","21318",81,2430.24,NA,NA,NA,NA,NA
"528","21320",9,728.15,NA,NA,NA,NA,NA
"529","21323",2,14.38,NA,NA,NA,NA,NA
"530","21328",20,300,NA,NA,NA,NA,NA
"531","21330",1,50,NA,NA,NA,NA,NA
"532","21331",2,80,NA,NA,NA,NA,NA
"533","21332",2,29,NA,NA,NA,NA,NA
"534","21334",13,63,NA,NA,NA,NA,NA
"535","21336",4,140,NA,NA,NA,NA,NA
"536","2134",1,100,NA,NA,NA,NA,NA
"537","21344",2,25,NA,NA,NA,NA,NA
"538","21346",2,29,NA,NA,NA,NA,NA
"539","21386",3,170,NA,NA,NA,NA,NA
"540","21401",36733,1649639.40000001,"ZCTA5 21401","B01003_001",38788,1562,947.019696813447
"541","21402",172,9181.1,"ZCTA5 21402","B01003_001",6460,2208,26.625386996904
"542","21403",25115,1333098.25000001,"ZCTA5 21403","B01003_001",31218,1926,804.503811903389
"543","21404",217,8654.4,NA,NA,NA,NA,NA
"544","21405",1726,51961.96,"ZCTA5 21405","B01003_001",398,168,4336.68341708543
"545","21406",5,850,NA,NA,NA,NA,NA
"546","21407",1,1010,NA,NA,NA,NA,NA
"547","21408",135,263,NA,NA,NA,NA,NA
"548","21409",11407,445531.429999998,"ZCTA5 21409","B01003_001",19304,1092,590.913800248653
"549","21410",2,100,NA,NA,NA,NA,NA
"550","21412",6,91.07,NA,NA,NA,NA,NA
"551","21428",21,210,NA,NA,NA,NA,NA
"552","21430",1,40,NA,NA,NA,NA,NA
"553","21442",1,150,NA,NA,NA,NA,NA
"554","21491",22,660,NA,NA,NA,NA,NA
"555","21493",6,133,NA,NA,NA,NA,NA
"556","21498",3,130,NA,NA,NA,NA,NA
"557","21501",45,625,NA,NA,NA,NA,NA
"558","21502",7293,116830.5,"ZCTA5 21502","B01003_001",41735,1027,174.745417515275
"559","21503",18,648.06,NA,NA,NA,NA,NA
"560","21504",2,50,NA,NA,NA,NA,NA
"561","21509",17,970,NA,NA,NA,NA,NA
"562","2152",1,25,NA,NA,NA,NA,NA
"563","21520",197,8828.13,"ZCTA5 21520","B01003_001",2003,391,98.3524712930604
"564","21521",53,890.16,"ZCTA5 21521","B01003_001",1183,238,44.8013524936602
"565","21523",6,46,"ZCTA5 21523","B01003_001",180,88,33.3333333333333
"566","21524",5,7,"ZCTA5 21524","B01003_001",831,274,6.01684717208183
"567","21529",33,886,"ZCTA5 21529","B01003_001",467,137,70.6638115631692
"568","21530",475,11216.91,"ZCTA5 21530","B01003_001",1923,385,247.009880395216
"569","21531",191,4804.52,"ZCTA5 21531","B01003_001",1744,266,109.518348623853
"570","21532",1754,43536.08,"ZCTA5 21532","B01003_001",14498,670,120.982204441992
"571","21533",3,55.24,NA,NA,NA,NA,NA
"572","21536",466,10208.63,"ZCTA5 21536","B01003_001",3984,466,116.967871485944
"573","21538",17,85,"ZCTA5 21538","B01003_001",525,209,32.3809523809524
"574","21539",28,785.42,"ZCTA5 21539","B01003_001",2664,430,10.5105105105105
"575","21540",1,56.18,"ZCTA5 21540","B01003_001",90,52,11.1111111111111
"576","21541",381,19362.08,"ZCTA5 21541","B01003_001",1536,325,248.046875
"577","21545",55,972.24,"ZCTA5 21545","B01003_001",1771,252,31.055900621118
"578","21550",1946,54859,"ZCTA5 21550","B01003_001",14327,626,135.827458644517
"579","21555",229,5493.5,"ZCTA5 21555","B01003_001",1501,271,152.564956695536
"580","21557",71,1640.2,"ZCTA5 21557","B01003_001",1592,434,44.5979899497487
"581","21560",8,127.17,NA,NA,NA,NA,NA
"582","21561",752,17515.69,"ZCTA5 21561","B01003_001",2392,321,314.38127090301
"583","21562",202,2810.76,"ZCTA5 21562","B01003_001",3426,653,58.9608873321658
"584","21565",2,8,NA,NA,NA,NA,NA
"585","21574",3,110,NA,NA,NA,NA,NA
"586","21591",1,1,NA,NA,NA,NA,NA
"587","21592",5,63,NA,NA,NA,NA,NA
"588","21601",15791,628699.159999997,"ZCTA5 21601","B01003_001",23338,634,676.621818493444
"589","21602",26,529,NA,NA,NA,NA,NA
"590","21604",1,25,NA,NA,NA,NA,NA
"591","21607",2,350,"ZCTA5 21607","B01003_001",770,239,2.5974025974026
"592","21610",279,3615.8,"ZCTA5 21610","B01003_001",412,106,677.184466019418
"593","21612",232,8710.38,"ZCTA5 21612","B01003_001",597,297,388.609715242881
"594","21613",3942,120616.03,"ZCTA5 21613","B01003_001",17115,428,230.324276950044
"595","21614",1,17,NA,NA,NA,NA,NA
"596","21615",2,12,NA,NA,NA,NA,NA
"597","21617",3054,57825.35,"ZCTA5 21617","B01003_001",10534,743,289.918359597494
"598","21618",2,30,NA,NA,NA,NA,NA
"599","21619",3573,96216.2199999999,"ZCTA5 21619","B01003_001",5789,629,617.205044049059
"600","21620",7513,422426.169999999,"ZCTA5 21620","B01003_001",12989,739,578.412502887058
"601","21622",17,546.72,"ZCTA5 21622","B01003_001",704,191,24.1477272727273
"602","21623",282,7916.64,"ZCTA5 21623","B01003_001",2248,318,125.444839857651
"603","21624",164,8929.2,"ZCTA5 21624","B01003_001",115,80,1426.08695652174
"604","21625",258,8292.2,"ZCTA5 21625","B01003_001",2401,346,107.455226988755
"605","21627",4,28,"ZCTA5 21627","B01003_001",4,9,1000
"606","21628",119,2211.88,"ZCTA5 21628","B01003_001",324,134,367.283950617284
"607","21629",1206,24259.21,"ZCTA5 21629","B01003_001",9464,528,127.430262045647
"608","21631",94,3551.46,"ZCTA5 21631","B01003_001",2708,403,34.711964549483
"609","21632",758,8827.55,"ZCTA5 21632","B01003_001",5885,356,128.802039082413
"610","21635",611,12718.54,"ZCTA5 21635","B01003_001",1970,388,310.152284263959
"611","21636",58,1112,"ZCTA5 21636","B01003_001",837,253,69.2951015531661
"612","21638",1114,33617.01,"ZCTA5 21638","B01003_001",5227,664,213.124162999809
"613","21639",559,10110.96,"ZCTA5 21639","B01003_001",5410,522,103.327171903882
"614","21640",141,3286.5,"ZCTA5 21640","B01003_001",1467,295,96.1145194274029
"615","21641",17,197,"ZCTA5 21641","B01003_001",87,32,195.402298850575
"616","21643",740,13598.15,"ZCTA5 21643","B01003_001",5956,572,124.244459368704
"617","21645",196,5711.84000000001,"ZCTA5 21645","B01003_001",1345,363,145.724907063197
"618","21647",635,15435.86,"ZCTA5 21647","B01003_001",357,143,1778.71148459384
"619","21648",4,240,"ZCTA5 21648","B01003_001",126,71,31.7460317460317
"620","21649",100,2484.55,"ZCTA5 21649","B01003_001",2204,499,45.3720508166969
"621","21650",222,8666,"ZCTA5 21650","B01003_001",296,153,750
"622","21651",297,5999.56,"ZCTA5 21651","B01003_001",2683,531,110.696980991428
"623","21652",249,5809.5,"ZCTA5 21652","B01003_001",149,82,1671.14093959732
"624","21653",75,1085,"ZCTA5 21653","B01003_001",96,75,781.25
"625","21654",6312,175200.69,"ZCTA5 21654","B01003_001",1221,250,5169.53316953317
"626","21655",427,15772.76,"ZCTA5 21655","B01003_001",4763,458,89.6493806424522
"627","21657",61,2836.72,"ZCTA5 21657","B01003_001",727,188,83.9064649243466
"628","21658",916,52629.99,"ZCTA5 21658","B01003_001",4177,427,219.296145559014
"629","21659",1,10,"ZCTA5 21659","B01003_001",1509,319,0.662690523525514
"630","21660",722,14024.06,"ZCTA5 21660","B01003_001",4361,386,165.558358174731
"631","21661",1339,25956.93,"ZCTA5 21661","B01003_001",2695,327,496.846011131725
"632","21662",821,71666.81,"ZCTA5 21662","B01003_001",369,101,2224.93224932249
"633","21663",3198,165478.48,"ZCTA5 21663","B01003_001",3715,402,860.834454912517
"634","21664",37,803,"ZCTA5 21664","B01003_001",497,133,74.4466800804829
"635","21665",141,8093.42,"ZCTA5 21665","B01003_001",194,120,726.80412371134
"636","21666",3570,104492.8,"ZCTA5 21666","B01003_001",13463,870,265.171209982916
"637","21667",445,7539.39,"ZCTA5 21667","B01003_001",255,131,1745.09803921569
"638","21668",148,2688.79,"ZCTA5 21668","B01003_001",1763,360,83.9478162223483
"639","21669",146,4473.52,"ZCTA5 21669","B01003_001",114,61,1280.70175438596
"640","21670",15,29,NA,NA,NA,NA,NA
"641","21671",397,13720.66,"ZCTA5 21671","B01003_001",808,201,491.336633663366
"642","21672",6,92,"ZCTA5 21672","B01003_001",149,71,40.2684563758389
"643","21673",437,18756.35,"ZCTA5 21673","B01003_001",3019,326,144.749917191123
"644","21676",78,9237.36,"ZCTA5 21676","B01003_001",367,166,212.534059945504
"645","21677",28,1214,"ZCTA5 21677","B01003_001",579,215,48.3592400690846
"646","21678",1059,22807.98,"ZCTA5 21678","B01003_001",1549,313,683.666881859264
"647","21679",213,5971.21,"ZCTA5 21679","B01003_001",272,126,783.088235294118
"648","21691",1,100,NA,NA,NA,NA,NA
"649","21701",24907,631639.180000004,"ZCTA5 21701","B01003_001",38390,1286,648.788747069549
"650","21702",17174,430403.059999999,"ZCTA5 21702","B01003_001",41729,1851,411.560305782549
"651","21703",8726,203219.95,"ZCTA5 21703","B01003_001",37048,1838,235.532282444396
"652","21704",5672,213888.01,"ZCTA5 21704","B01003_001",16478,1144,344.216531132419
"653","21705",449,9141.1,"ZCTA5 21705","B01003_001",4,9,112250
"654","21706",1,10,NA,NA,NA,NA,NA
"655","21710",1509,45716.58,"ZCTA5 21710","B01003_001",4847,701,311.326593769342
"656","21711",30,741,"ZCTA5 21711","B01003_001",1139,318,26.3388937664618
"657","21713",1829,40567.69,"ZCTA5 21713","B01003_001",9979,769,183.284898286401
"658","21714",426,15300.23,"ZCTA5 21714","B01003_001",179,186,2379.88826815642
"659","21715",93,4130,NA,NA,NA,NA,NA
"660","21716",2201,47591.57,"ZCTA5 21716","B01003_001",5453,322,403.631028791491
"661","21717",97,3016.26,"ZCTA5 21717","B01003_001",126,142,769.84126984127
"662","21718",165,4618.8,"ZCTA5 21718","B01003_001",167,41,988.023952095808
"663","21719",115,1636.01,"ZCTA5 21719","B01003_001",1074,230,107.07635009311
"664","21720",48,1214,NA,NA,NA,NA,NA
"665","21721",4,63,NA,NA,NA,NA,NA
"666","21722",248,4822.03,"ZCTA5 21722","B01003_001",6389,1193,38.8167162310221
"667","21723",214,7010.54,"ZCTA5 21723","B01003_001",648,193,330.246913580247
"668","21727",606,16539.53,"ZCTA5 21727","B01003_001",6965,488,87.0064608758076
"669","21728",5,89,NA,NA,NA,NA,NA
"670","21730",4,300,NA,NA,NA,NA,NA
"671","21733",95,2380.62,"ZCTA5 21733","B01003_001",988,336,96.1538461538462
"672","21734",137,2700,"ZCTA5 21734","B01003_001",840,233,163.095238095238
"673","21737",1141,42184.98,"ZCTA5 21737","B01003_001",2476,698,460.823909531502
"674","21738",2133,91235.8399999999,"ZCTA5 21738","B01003_001",3861,544,552.447552447552
"675","21740",9084,156266.829999999,"ZCTA5 21740","B01003_001",60922,1661,149.108696365845
"676","21741",26,1301,NA,NA,NA,NA,NA
"677","21742",9377,180980.250000001,"ZCTA5 21742","B01003_001",33425,1957,280.538519072551
"678","21743",19,188.43,NA,NA,NA,NA,NA
"679","21748",3,112,NA,NA,NA,NA,NA
"680","21749",2,303,NA,NA,NA,NA,NA
"681","21750",1588,25647.74,"ZCTA5 21750","B01003_001",3787,442,419.329284393979
"682","21752",4,40,NA,NA,NA,NA,NA
"683","21753",9,294,NA,NA,NA,NA,NA
"684","21754",3459,99558.5199999997,"ZCTA5 21754","B01003_001",7117,909,486.019390192497
"685","21755",2271,65008.78,"ZCTA5 21755","B01003_001",5745,532,395.300261096606
"686","21756",706,23079.65,"ZCTA5 21756","B01003_001",2912,470,242.445054945055
"687","21757",121,3157.34,"ZCTA5 21757","B01003_001",2753,364,43.9520523065746
"688","21758",1923,35589.5400000001,"ZCTA5 21758","B01003_001",4616,710,416.59445407279
"689","21759",2,67,NA,NA,NA,NA,NA
"690","21762",127,4213.84,"ZCTA5 21762","B01003_001",131,67,969.465648854962
"691","21764",1,25,NA,NA,NA,NA,NA
"692","21765",225,2594,NA,NA,NA,NA,NA
"693","21766",28,1177.77,"ZCTA5 21766","B01003_001",660,273,42.4242424242424
"694","21767",79,3614.53,"ZCTA5 21767","B01003_001",694,280,113.832853025937
"695","21768",4,125,NA,NA,NA,NA,NA
"696","21769",3776,108657.46,"ZCTA5 21769","B01003_001",11868,704,318.166498146276
"697","21770",1985,51007.11,"ZCTA5 21770","B01003_001",6145,1091,323.026851098454
"698","21771",8933,209328.09,"ZCTA5 21771","B01003_001",31366,2024,284.798826755085
"699","21772",26,183,NA,NA,NA,NA,NA
"700","21773",1692,26795.68,"ZCTA5 21773","B01003_001",5404,579,313.101406365655
"701","21774",5176,144050.66,"ZCTA5 21774","B01003_001",13618,983,380.085181377589
"702","21775",20,1112,NA,NA,NA,NA,NA
"703","21776",1182,21786.81,"ZCTA5 21776","B01003_001",6137,586,192.602248655695
"704","21777",720,13418.1,"ZCTA5 21777","B01003_001",2067,417,348.33091436865
"705","21778",187,2955.67,"ZCTA5 21778","B01003_001",930,249,201.075268817204
"706","21779",475,6884.26,"ZCTA5 21779","B01003_001",1712,661,277.453271028037
"707","21780",227,6613.85,"ZCTA5 21780","B01003_001",1864,407,121.781115879828
"708","21781",2,110,"ZCTA5 21781","B01003_001",128,144,15.625
"709","21782",1239,23007.48,"ZCTA5 21782","B01003_001",4348,568,284.958601655934
"710","21783",1072,22073.15,"ZCTA5 21783","B01003_001",9637,1018,111.23793711736
"711","21784",9655,257843.13,"ZCTA5 21784","B01003_001",36484,1317,264.636553009538
"712","21785",28,1329,NA,NA,NA,NA,NA
"713","21786",1,5,NA,NA,NA,NA,NA
"714","21787",944,30285.63,"ZCTA5 21787","B01003_001",10194,540,92.6034922503433
"715","21788",2817,109285.5,"ZCTA5 21788","B01003_001",12241,818,230.128257495303
"716","21789",1,100,NA,NA,NA,NA,NA
"717","21790",5,349.24,"ZCTA5 21790","B01003_001",104,97,48.0769230769231
"718","21791",1283,18969.6,"ZCTA5 21791","B01003_001",5080,605,252.55905511811
"719","21792",26,355,NA,NA,NA,NA,NA
"720","21793",2311,63179.5,"ZCTA5 21793","B01003_001",10477,708,220.578409850148
"721","21794",648,27815.85,"ZCTA5 21794","B01003_001",2191,438,295.755362848015
"722","21795",1602,25785.01,"ZCTA5 21795","B01003_001",9150,838,175.081967213115
"723","21797",3224,169015.34,"ZCTA5 21797","B01003_001",8558,958,376.723533535873
"724","21798",331,18457.95,"ZCTA5 21798","B01003_001",2412,517,137.230514096186
"725","21801",4484,130242.53,"ZCTA5 21801","B01003_001",30122,1498,148.861297390612
"726","21802",194,2387.96,"ZCTA5 21802","B01003_001",98,47,1979.59183673469
"727","21803",82,1374.16,NA,NA,NA,NA,NA
"728","21804",7964,177007.22,"ZCTA5 21804","B01003_001",39842,1392,199.889563776919
"729","21805",3,225,NA,NA,NA,NA,NA
"730","21806",1,25,NA,NA,NA,NA,NA
"731","21808",11,149,NA,NA,NA,NA,NA
"732","21810",3,90,"ZCTA5 21810","B01003_001",656,320,4.57317073170732
"733","21811",9781,276675.02,"ZCTA5 21811","B01003_001",24356,921,401.584825094433
"734","21812",5,255,NA,NA,NA,NA,NA
"735","21813",1012,18157.77,"ZCTA5 21813","B01003_001",2636,511,383.91502276176
"736","21814",274,5105.59,"ZCTA5 21814","B01003_001",274,194,1000
"737","21816",2,125,NA,NA,NA,NA,NA
"738","21817",312,6336.91999999999,"ZCTA5 21817","B01003_001",4247,342,73.4636213797975
"739","21818",1,100,NA,NA,NA,NA,NA
"740","21820",3,43,NA,NA,NA,NA,NA
"741","21821",155,2020.34,"ZCTA5 21821","B01003_001",834,199,185.851318944844
"742","21822",632,12221.48,"ZCTA5 21822","B01003_001",1527,403,413.88343156516
"743","21823",1,150,NA,NA,NA,NA,NA
"744","21824",16,166,"ZCTA5 21824","B01003_001",181,129,88.3977900552486
"745","21826",717,10358.84,"ZCTA5 21826","B01003_001",5317,162,134.850479593756
"746","21829",17,435,"ZCTA5 21829","B01003_001",397,204,42.8211586901763
"747","21830",383,9341.89,"ZCTA5 21830","B01003_001",4790,893,79.9582463465553
"748","21835",19,79,"ZCTA5 21835","B01003_001",207,106,91.7874396135266
"749","21837",509,5382.61,"ZCTA5 21837","B01003_001",3322,464,153.220951234196
"750","21838",55,1579,"ZCTA5 21838","B01003_001",1805,407,30.4709141274238
"751","21840",59,936.94,"ZCTA5 21840","B01003_001",353,211,167.1388101983
"752","21841",349,6055.21,"ZCTA5 21841","B01003_001",1455,332,239.862542955326
"753","21842",2437,52256.52,"ZCTA5 21842","B01003_001",10525,625,231.543942992874
"754","21843",469,5810.2,NA,NA,NA,NA,NA
"755","21849",541,11445.82,"ZCTA5 21849","B01003_001",3659,742,147.854605083356
"756","21850",110,1634.26,"ZCTA5 21850","B01003_001",3442,772,31.958163858222
"757","21851",810,13798,"ZCTA5 21851","B01003_001",7237,517,111.924830730966
"758","21852",1,20,NA,NA,NA,NA,NA
"759","21853",555,8938.86999999999,"ZCTA5 21853","B01003_001",11437,695,48.5267115502317
"760","21854",1,10,NA,NA,NA,NA,NA
"761","21855",1,50,NA,NA,NA,NA,NA
"762","21856",221,2715.48,"ZCTA5 21856","B01003_001",957,385,230.929989550679
"763","21858",6,98.28,NA,NA,NA,NA,NA
"764","21861",42,1238.16,"ZCTA5 21861","B01003_001",687,136,61.1353711790393
"765","21862",2,20,"ZCTA5 21862","B01003_001",86,137,23.2558139534884
"766","21863",778,15254.77,"ZCTA5 21863","B01003_001",4578,626,169.943206640454
"767","21864",59,2239.66,"ZCTA5 21864","B01003_001",643,231,91.7573872472784
"768","21865",284,5664.64,"ZCTA5 21865","B01003_001",433,237,655.889145496536
"769","21867",3,104,"ZCTA5 21867","B01003_001",23,27,130.434782608696
"770","21869",178,1823.84,"ZCTA5 21869","B01003_001",1155,224,154.112554112554
"771","21871",135,2733.21,"ZCTA5 21871","B01003_001",2031,429,66.4697193500739
"772","21872",51,683.82,"ZCTA5 21872","B01003_001",585,345,87.1794871794872
"773","21873",1,30,NA,NA,NA,NA,NA
"774","21874",139,1668.75,"ZCTA5 21874","B01003_001",1917,418,72.509128847157
"775","21875",853,14828.73,"ZCTA5 21875","B01003_001",7084,872,120.412196499153
"776","21876",1,20,NA,NA,NA,NA,NA
"777","21877",4,41,NA,NA,NA,NA,NA
"778","21893",2,55,NA,NA,NA,NA,NA
"779","21894",4,96,NA,NA,NA,NA,NA
"780","21898",5,85,NA,NA,NA,NA,NA
"781","2190",8,536.65,NA,NA,NA,NA,NA
"782","21901",2086,51409.43,"ZCTA5 21901","B01003_001",17694,1407,117.893071097547
"783","21902",44,410,"ZCTA5 21902","B01003_001",262,166,167.93893129771
"784","21903",1147,15152.06,"ZCTA5 21903","B01003_001",5794,494,197.963410424577
"785","21904",1461,27753.21,"ZCTA5 21904","B01003_001",6484,596,225.323874151758
"786","21905",4,139,NA,NA,NA,NA,NA
"787","21908",1,10,NA,NA,NA,NA,NA
"788","21911",1120,18688.96,"ZCTA5 21911","B01003_001",11103,834,100.873637755562
"789","21912",119,4150.6,"ZCTA5 21912","B01003_001",1520,451,78.2894736842105
"790","21913",93,2956.27,"ZCTA5 21913","B01003_001",901,263,103.218645948946
"791","21914",114,2967.64,"ZCTA5 21914","B01003_001",804,258,141.791044776119
"792","21915",792,16423.72,"ZCTA5 21915","B01003_001",2739,510,289.156626506024
"793","21916",23,382,"ZCTA5 21916","B01003_001",47,67,489.36170212766
"794","21917",167,6169.52,"ZCTA5 21917","B01003_001",2017,532,82.796232027764
"795","21918",604,11263.31,"ZCTA5 21918","B01003_001",4321,488,139.782457764406
"796","21919",995,19727.17,"ZCTA5 21919","B01003_001",2905,540,342.512908777969
"797","21920",16,331,"ZCTA5 21920","B01003_001",953,614,16.7890870933893
"798","21921",6975,152703.25,"ZCTA5 21921","B01003_001",45225,1521,154.228855721393
"799","21922",46,5898,NA,NA,NA,NA,NA
"800","21925",1,100,NA,NA,NA,NA,NA
"801","21928",2,50,NA,NA,NA,NA,NA
"802","21929",1,100,NA,NA,NA,NA,NA
"803","21930",55,2363,"ZCTA5 21930","B01003_001",120,156,458.333333333333
"804","21937",1,50,NA,NA,NA,NA,NA
"805","21942",25,561.24,NA,NA,NA,NA,NA
"806","21943",5,160,NA,NA,NA,NA,NA
"807","21944",16,374,NA,NA,NA,NA,NA
"808","21945",1,35,NA,NA,NA,NA,NA
"809","21946",1,50,NA,NA,NA,NA,NA
"810","21947",3,105,NA,NA,NA,NA,NA
"811","21950",2,110,NA,NA,NA,NA,NA
"812","21953",2,12,NA,NA,NA,NA,NA
"813","21965",21,280,NA,NA,NA,NA,NA
"814","21975",5,163,NA,NA,NA,NA,NA
"815","21991",2,12,NA,NA,NA,NA,NA
"816","21993",19,221,NA,NA,NA,NA,NA
"817","22001",2,11,NA,NA,NA,NA,NA
"818","22014",2,55,NA,NA,NA,NA,NA
"819","22017",1,10,NA,NA,NA,NA,NA
"820","22027",2,250,"ZCTA5 22027","B01003_001",2427,529,0.824062628759786
"821","22042",41,200,"ZCTA5 22042","B01003_001",36744,2768,1.11582843457435
"822","22043",10,140,"ZCTA5 22043","B01003_001",25012,1544,0.399808092115784
"823","22044",23,467,"ZCTA5 22044","B01003_001",14078,1477,1.63375479471516
"824","22045",14,183,NA,NA,NA,NA,NA
"825","22046",5,440,"ZCTA5 22046","B01003_001",18639,708,0.268254734696067
"826","22047",161,7081,NA,NA,NA,NA,NA
"827","22050",1,25,NA,NA,NA,NA,NA
"828","22057",16,250.72,NA,NA,NA,NA,NA
"829","22061",2,28,NA,NA,NA,NA,NA
"830","22066",1,100,"ZCTA5 22066","B01003_001",17393,1036,0.0574943942965561
"831","22075",3,63,NA,NA,NA,NA,NA
"832","22076",2,55,NA,NA,NA,NA,NA
"833","22078",20,660,NA,NA,NA,NA,NA
"834","22085",1,13.43,NA,NA,NA,NA,NA
"835","2209",1,20,NA,NA,NA,NA,NA
"836","22093",6,266,NA,NA,NA,NA,NA
"837","22104",2,220,NA,NA,NA,NA,NA
"838","22113",1,3,NA,NA,NA,NA,NA
"839","22114",13,13,NA,NA,NA,NA,NA
"840","22117",1,10,NA,NA,NA,NA,NA
"841","22122",21,920,NA,NA,NA,NA,NA
"842","22124",2,13,"ZCTA5 22124","B01003_001",18377,1040,0.108831691788649
"843","22133",22,177.86,NA,NA,NA,NA,NA
"844","22146",5,150,NA,NA,NA,NA,NA
"845","22150",1,10,"ZCTA5 22150","B01003_001",29585,1669,0.0338009126246409
"846","22157",1,25,NA,NA,NA,NA,NA
"847","22192",1,10,"ZCTA5 22192","B01003_001",59670,2035,0.0167588402882521
"848","22204",1,47,"ZCTA5 22204","B01003_001",53855,1730,0.0185683780521771
"849","22205",2,29,"ZCTA5 22205","B01003_001",18570,1084,0.107700592353258
"850","22207",2,88.26,"ZCTA5 22207","B01003_001",34113,1358,0.0586286752850819
"851","22208",4,125,NA,NA,NA,NA,NA
"852","22209",17,303.04,"ZCTA5 22209","B01003_001",13172,916,1.29061645915579
"853","22213",3,12,"ZCTA5 22213","B01003_001",4168,727,0.719769673704415
