"","GEOID","donations","total","NAME","variable","estimate","moe","donations_percapita"
"437","21717",54,1939.79,"ZCTA5 21717","B01003_001",126,142,428.571428571429
"438","21718",6,494.52,"ZCTA5 21718","B01003_001",167,41,35.9281437125749
"439","21719",58,2473.47,"ZCTA5 21719","B01003_001",1074,230,54.0037243947858
"440","21720",6,386.22,NA,NA,NA,NA,NA
"441","21721",45,432.32,NA,NA,NA,NA,NA
"442","21722",317,9866.59999999999,"ZCTA5 21722","B01003_001",6389,1193,49.6165284082016
"443","21723",215,3686.48,"ZCTA5 21723","B01003_001",648,193,331.79012345679
"444","21727",756,28446.51,"ZCTA5 21727","B01003_001",6965,488,108.542713567839
"445","21733",22,980.28,"ZCTA5 21733","B01003_001",988,336,22.2672064777328
"446","21734",64,1267.72,"ZCTA5 21734","B01003_001",840,233,76.1904761904762
"447","21737",149,9376.61,"ZCTA5 21737","B01003_001",2476,698,60.1777059773829
"448","21738",1641,31309.77,"ZCTA5 21738","B01003_001",3861,544,425.019425019425
"449","21740",41865,136944.650000002,"ZCTA5 21740","B01003_001",60922,1661,687.19017760415
"450","21741",22,466.39,NA,NA,NA,NA,NA
"451","21742",5487,163741.370000001,"ZCTA5 21742","B01003_001",33425,1957,164.15856394914
"452","21746",9,552.02,"ZCTA5 21746","B01003_001",3036,560,2.96442687747036
"453","21750",165,5061.72,"ZCTA5 21750","B01003_001",3787,442,43.5701082651175
"454","21754",1220,39970.8,"ZCTA5 21754","B01003_001",7117,909,171.420542363355
"455","21755",504,21364.61,"ZCTA5 21755","B01003_001",5745,532,87.7284595300261
"456","21756",336,22238.63,"ZCTA5 21756","B01003_001",2912,470,115.384615384615
"457","21757",196,10792.84,"ZCTA5 21757","B01003_001",2753,364,71.1950599346168
"458","21758",1294,30557.5499999999,"ZCTA5 21758","B01003_001",4616,710,280.329289428076
"459","21762",53,2202.48,"ZCTA5 21762","B01003_001",131,67,404.580152671756
"460","21765",6,551.1,NA,NA,NA,NA,NA
"461","21766",177,1711.67,"ZCTA5 21766","B01003_001",660,273,268.181818181818
"462","21767",271,2927.97,"ZCTA5 21767","B01003_001",694,280,390.489913544669
"463","21769",1570,39481.7,"ZCTA5 21769","B01003_001",11868,704,132.288506909336
"464","21770",723,20556.36,"ZCTA5 21770","B01003_001",6145,1091,117.656631407648
"465","21771",6746,150894.490000003,"ZCTA5 21771","B01003_001",31366,2024,215.073646623733
"466","21773",402,13039.27,"ZCTA5 21773","B01003_001",5404,579,74.3893412287195
"467","21774",2844,60800.73,"ZCTA5 21774","B01003_001",13618,983,208.841239535908
"468","21776",1147,15895.47,"ZCTA5 21776","B01003_001",6137,586,186.899136385856
"469","21777",105,5306.59,"ZCTA5 21777","B01003_001",2067,417,50.7982583454282
"470","21778",138,3602.84,"ZCTA5 21778","B01003_001",930,249,148.387096774194
"471","21779",121,6273.83,"ZCTA5 21779","B01003_001",1712,661,70.6775700934579
"472","21780",106,3914.23,"ZCTA5 21780","B01003_001",1864,407,56.8669527896996
"473","21782",271,8791.65,"ZCTA5 21782","B01003_001",4348,568,62.327506899724
"474","21783",718,14984.94,"ZCTA5 21783","B01003_001",9637,1018,74.5045138528588
"475","21784",6982,355008.319999996,"ZCTA5 21784","B01003_001",36484,1317,191.37156013595
"476","21787",1154,26892.23,"ZCTA5 21787","B01003_001",10194,540,113.203845399254
"477","21788",986,20376.15,"ZCTA5 21788","B01003_001",12241,818,80.5489747569643
"478","21791",1011,16003.32,"ZCTA5 21791","B01003_001",5080,605,199.015748031496
"479","21793",1537,46443.08,"ZCTA5 21793","B01003_001",10477,708,146.702300276797
"480","21794",384,21564.39,"ZCTA5 21794","B01003_001",2191,438,175.262437243268
"481","21795",917,23988.37,"ZCTA5 21795","B01003_001",9150,838,100.218579234973
"482","21797",2300,90915.0100000005,"ZCTA5 21797","B01003_001",8558,958,268.754381864922
"483","21798",453,9415.33999999999,"ZCTA5 21798","B01003_001",2412,517,187.810945273632
"484","21801",2279,50766.34,"ZCTA5 21801","B01003_001",30122,1498,75.6589867870659
"485","21802",43,2320.96,"ZCTA5 21802","B01003_001",98,47,438.775510204082
"486","21804",4477,63720.6000000004,"ZCTA5 21804","B01003_001",39842,1392,112.368856985091
"487","21810",75,2913.13,"ZCTA5 21810","B01003_001",656,320,114.329268292683
"488","21811",3477,115303.710000001,"ZCTA5 21811","B01003_001",24356,921,142.757431433733
"489","21813",503,11720.36,"ZCTA5 21813","B01003_001",2636,511,190.819423368741
"490","21814",5,267.12,"ZCTA5 21814","B01003_001",274,194,18.2481751824817
"491","21817",551,19574.95,"ZCTA5 21817","B01003_001",4247,342,129.738639039322
"492","21821",73,5392.68,"ZCTA5 21821","B01003_001",834,199,87.5299760191846
"493","21822",182,10207.6,"ZCTA5 21822","B01003_001",1527,403,119.187950229208
"494","21824",8,294.93,"ZCTA5 21824","B01003_001",181,129,44.1988950276243
"495","21826",1033,11213.05,"ZCTA5 21826","B01003_001",5317,162,194.282490126011
"496","21829",6,113.99,"ZCTA5 21829","B01003_001",397,204,15.1133501259446
"497","21830",231,9891.73,"ZCTA5 21830","B01003_001",4790,893,48.2254697286013
"498","21835",19,622.25,"ZCTA5 21835","B01003_001",207,106,91.7874396135266
"499","21837",85,2525.72,"ZCTA5 21837","B01003_001",3322,464,25.5869957856713
"500","21838",168,2872.48,"ZCTA5 21838","B01003_001",1805,407,93.0747922437673
"501","21840",8,342.2,"ZCTA5 21840","B01003_001",353,211,22.6628895184136
"502","21841",80,2151.88,"ZCTA5 21841","B01003_001",1455,332,54.9828178694158
"503","21842",6872,94323.410000001,"ZCTA5 21842","B01003_001",10525,625,652.9216152019
"504","21843",164,18116.73,NA,NA,NA,NA,NA
"505","21849",320,9043.98,"ZCTA5 21849","B01003_001",3659,742,87.4555889587319
"506","21850",98,1950.46,"ZCTA5 21850","B01003_001",3442,772,28.4718187100523
"507","21851",1760,13319.82,"ZCTA5 21851","B01003_001",7237,517,243.194693933951
"508","21852",2,2,NA,NA,NA,NA,NA
"509","21853",189,7985.15,"ZCTA5 21853","B01003_001",11437,695,16.5253125819708
"510","21856",116,1575.89,"ZCTA5 21856","B01003_001",957,385,121.212121212121
"511","21861",30,750.43,"ZCTA5 21861","B01003_001",687,136,43.6681222707424
"512","21862",7,266.86,"ZCTA5 21862","B01003_001",86,137,81.3953488372093
"513","21863",502,14885.14,"ZCTA5 21863","B01003_001",4578,626,109.654871122761
"514","21864",62,422.49,"ZCTA5 21864","B01003_001",643,231,96.4230171073095
"515","21865",553,5861.25999999999,"ZCTA5 21865","B01003_001",433,237,1277.13625866051
"516","21869",162,3811.92,"ZCTA5 21869","B01003_001",1155,224,140.25974025974
"517","21871",6748,28618.6199999998,"ZCTA5 21871","B01003_001",2031,429,3322.50123092073
"518","21872",67,1340.17,"ZCTA5 21872","B01003_001",585,345,114.529914529915
"519","21874",289,5033.47,"ZCTA5 21874","B01003_001",1917,418,150.75639019301
"520","21875",571,7865.31999999999,"ZCTA5 21875","B01003_001",7084,872,80.6041784302654
"521","21901",1807,37834.4,"ZCTA5 21901","B01003_001",17694,1407,102.125014129083
"522","21903",722,9080.16999999997,"ZCTA5 21903","B01003_001",5794,494,124.611667241974
"523","21904",429,10706.21,"ZCTA5 21904","B01003_001",6484,596,66.1628624305984
"524","21911",2860,39679.05,"ZCTA5 21911","B01003_001",11103,834,257.588039268666
"525","21912",116,4251.12,"ZCTA5 21912","B01003_001",1520,451,76.3157894736842
"526","21913",40,1308.5,"ZCTA5 21913","B01003_001",901,263,44.3951165371809
"527","21914",28,1399.73,"ZCTA5 21914","B01003_001",804,258,34.8258706467662
"528","21915",262,10522.59,"ZCTA5 21915","B01003_001",2739,510,95.6553486673969
"529","21917",138,3712.39,"ZCTA5 21917","B01003_001",2017,532,68.4184432325236
"530","21918",682,13136.44,"ZCTA5 21918","B01003_001",4321,488,157.833834760472
"531","21919",193,7736.6,"ZCTA5 21919","B01003_001",2905,540,66.4371772805508
"532","21920",8,227.88,"ZCTA5 21920","B01003_001",953,614,8.39454354669465
"533","21921",6986,117748.400000001,"ZCTA5 21921","B01003_001",45225,1521,154.472084024323
"534","21922",22,455.97,NA,NA,NA,NA,NA
"535","21930",1,312.3,"ZCTA5 21930","B01003_001",120,156,8.33333333333333
"536","22093",2,90,NA,NA,NA,NA,NA
"537","22312",25,2183.76,"ZCTA5 22312","B01003_001",30327,1787,0.824347940778844
"538","22905",1,47,NA,NA,NA,NA,NA
"539","26876",1,1,NA,NA,NA,NA,NA
"540","27549",1,30,"ZCTA5 27549","B01003_001",25485,1340,0.0392387679026879
"541","28852",16,268,NA,NA,NA,NA,NA
"542","28878",8,146.55,NA,NA,NA,NA,NA
"543","30328",10,88.02,"ZCTA5 30328","B01003_001",38685,1820,0.258498125888587
"544","33371",1,1,NA,NA,NA,NA,NA
"545","35791",1,1,NA,NA,NA,NA,NA
"546","35827",1,1,NA,NA,NA,NA,NA
"547","36339",1,1,NA,NA,NA,NA,NA
"548","36362",6,120,"ZCTA5 36362","B01003_001",5715,534,1.0498687664042
"549","37535",1,1,NA,NA,NA,NA,NA
"550","40752",1,1,NA,NA,NA,NA,NA
"551","41880",1,1,NA,NA,NA,NA,NA
"552","42941",1,1,NA,NA,NA,NA,NA
"553","44593",1,1,NA,NA,NA,NA,NA
"554","46432",1,1,NA,NA,NA,NA,NA
"555","55094",1,1,NA,NA,NA,NA,NA
"556","57404",1,1,NA,NA,NA,NA,NA
"557","57876",1,1,NA,NA,NA,NA,NA
"558","59573",1,1,NA,NA,NA,NA,NA
"559","63584",1,1,NA,NA,NA,NA,NA
"560","68775",1,1,NA,NA,NA,NA,NA
"561","70109",1,1,NA,NA,NA,NA,NA
"562","70287",1,1,NA,NA,NA,NA,NA
"563","70960",1,1,NA,NA,NA,NA,NA
"564","71990",1,1,NA,NA,NA,NA,NA
"565","72605",1,1,NA,NA,NA,NA,NA
"566","75177",1,1,NA,NA,NA,NA,NA
"567","75690",1,1,NA,NA,NA,NA,NA
"568","76381",1,1,NA,NA,NA,NA,NA
"569","79023",1,1,NA,NA,NA,NA,NA
"570","79644",1,1,NA,NA,NA,NA,NA
"571","81779",1,1,NA,NA,NA,NA,NA
"572","83486",1,1,NA,NA,NA,NA,NA
"573","86119",1,1,NA,NA,NA,NA,NA
"574","87963",1,1,NA,NA,NA,NA,NA
"575","88952",1,1,NA,NA,NA,NA,NA
"576","89707",1,1,NA,NA,NA,NA,NA
"577","92348",1,1,NA,NA,NA,NA,NA
"578","97645",1,1,NA,NA,NA,NA,NA
"579","98598",1,1,NA,NA,NA,NA,NA
"580","98677",1,1,NA,NA,NA,NA,NA
